Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_cpy_01.good,x86-64,angr,Success,.90,114.53,108,200,3374
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_cpy_01.good,x86-64,llvm,Success,.01,10.00,0,0,797
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.bad,x86-64,ghidra,Success,6.68,664.32,77,15,53
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.bad,x86-64,angr,Success,.90,114.52,109,201,3193
CWE121_Stack_Based_Buffer_Overflow__wchar_t_type_overrun_memcpy_01.bad,x86-64,llvm,Success,.02,9.68,0,0,779
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_01.bad,x86-64,ghidra,Success,6.72,634.88,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_01.bad,x86-64,angr,Success,.90,114.91,125,228,3325
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_01.bad,x86-64,llvm,Success,.01,10.26,0,0,813
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.bad,x86-64,ghidra,Success,6.56,558.85,78,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.bad,x86-64,angr,Success,.89,114.75,110,204,3293
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.bad,x86-64,llvm,Success,.01,10.10,0,0,789
CWE190_Integer_Overflow__int_rand_square_01.bad,x86-64,ghidra,Success,6.71,564.33,76,14,49
CWE190_Integer_Overflow__int_rand_square_01.bad,x86-64,angr,Success,.94,114.84,106,216,3633
CWE190_Integer_Overflow__int_rand_square_01.bad,x86-64,llvm,Success,.02,10.15,0,0,804
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.good,x86-64,ghidra,Success,6.65,649.23,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.good,x86-64,angr,Success,.95,114.89,116,202,3144
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.good,x86-64,llvm,Success,.02,10.28,0,0,773
CWE190_Integer_Overflow__int_connect_socket_multiply_01.good,x86-64,ghidra,Success,6.48,669.79,91,22,81
CWE190_Integer_Overflow__int_connect_socket_multiply_01.good,x86-64,angr,Success,.92,115.09,137,248,3499
CWE190_Integer_Overflow__int_connect_socket_multiply_01.good,x86-64,llvm,Success,.01,9.84,0,0,850
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.good,x86-64,ghidra,Success,7.13,624.75,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.good,x86-64,angr,Success,1.00,114.53,108,193,3031
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.good,x86-64,llvm,Success,.01,10.30,0,0,731
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memcpy_01.good,x86-64,ghidra,Success,7.42,621.74,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memcpy_01.good,x86-64,angr,Success,1.01,114.94,112,206,3360
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memcpy_01.good,x86-64,llvm,Success,.02,10.25,0,0,801
CWE190_Integer_Overflow__int64_t_fscanf_square_01.bad,x86-64,ghidra,Success,7.45,562.11,78,15,53
CWE190_Integer_Overflow__int64_t_fscanf_square_01.bad,x86-64,angr,Success,1.00,114.73,110,205,3270
CWE190_Integer_Overflow__int64_t_fscanf_square_01.bad,x86-64,llvm,Success,.01,10.06,0,0,792
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.good,x86-64,ghidra,Success,7.37,568.00,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.good,x86-64,angr,Success,1.03,114.75,124,215,3098
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.good,x86-64,llvm,Success,.01,10.08,0,0,766
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.good,x86-64,ghidra,Success,7.21,569.81,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.good,x86-64,angr,Success,1.11,114.23,108,193,3057
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.good,x86-64,llvm,Success,.01,9.89,0,0,740
CWE190_Integer_Overflow__int64_t_max_multiply_01.good,x86-64,ghidra,Success,7.50,566.90,75,14,49
CWE190_Integer_Overflow__int64_t_max_multiply_01.good,x86-64,angr,Success,1.00,114.61,105,190,3043
CWE190_Integer_Overflow__int64_t_max_multiply_01.good,x86-64,llvm,Success,.01,10.44,0,0,734
CWE122_Heap_Based_Buffer_Overflow__sizeof_double_01.bad,x86-64,ghidra,Success,7.39,558.50,81,17,61
CWE122_Heap_Based_Buffer_Overflow__sizeof_double_01.bad,x86-64,angr,Success,1.03,114.58,117,210,3153
CWE122_Heap_Based_Buffer_Overflow__sizeof_double_01.bad,x86-64,llvm,Success,.02,10.01,0,0,769
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,ghidra,Success,7.41,684.61,75,14,49
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,angr,Success,.96,114.71,105,195,3155
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memmove_01.bad,x86-64,llvm,Success,.02,10.37,0,0,763
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.bad,x86-64,ghidra,Success,7.34,604.98,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.bad,x86-64,angr,Success,1.02,115.03,121,227,3386
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.bad,x86-64,llvm,Success,.01,9.94,0,0,812
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.good,x86-64,ghidra,Success,7.45,634.54,74,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.good,x86-64,angr,Success,.98,114.66,104,192,3196
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.good,x86-64,llvm,Success,.01,10.07,0,0,757
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.bad,x86-64,ghidra,Success,7.58,620.43,81,17,61
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.bad,x86-64,angr,Success,1.23,114.71,117,210,3143
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.bad,x86-64,llvm,Success,.01,9.86,0,0,767
CWE416_Use_After_Free__malloc_free_int64_t_01.good,x86-64,ghidra,Success,7.37,611.26,81,17,61
CWE416_Use_After_Free__malloc_free_int64_t_01.good,x86-64,angr,Success,1.10,114.41,117,212,3188
CWE416_Use_After_Free__malloc_free_int64_t_01.good,x86-64,llvm,Success,.02,10.42,0,0,770
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.bad,x86-64,ghidra,Success,7.41,620.58,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.bad,x86-64,angr,Success,1.06,114.96,125,228,3353
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.bad,x86-64,llvm,Success,.01,10.40,0,0,823
CWE416_Use_After_Free__malloc_free_int64_t_01.bad,x86-64,ghidra,Success,7.28,567.39,82,17,61
CWE416_Use_After_Free__malloc_free_int64_t_01.bad,x86-64,angr,Success,1.05,114.92,118,224,3388
CWE416_Use_After_Free__malloc_free_int64_t_01.bad,x86-64,llvm,Success,.02,10.17,0,0,810
CWE190_Integer_Overflow__short_fscanf_add_01.bad,x86-64,ghidra,Success,7.31,630.53,78,15,53
CWE190_Integer_Overflow__short_fscanf_add_01.bad,x86-64,angr,Success,1.04,114.95,110,204,3281
CWE190_Integer_Overflow__short_fscanf_add_01.bad,x86-64,llvm,Success,.02,10.16,0,0,785
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.good,x86-64,ghidra,Success,7.24,568.51,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.good,x86-64,angr,Success,1.03,114.68,116,202,3070
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.good,x86-64,llvm,Success,.02,9.94,0,0,756
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.good,x86-64,ghidra,Success,7.09,621.10,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.good,x86-64,angr,Success,1.11,114.11,108,203,3414
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.good,x86-64,llvm,Success,.02,10.41,0,0,804
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.good,x86-64,ghidra,Success,7.12,570.11,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.good,x86-64,angr,Success,1.03,114.53,112,206,3400
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.good,x86-64,llvm,Success,.01,10.05,0,0,808
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_ncpy_01.good,x86-64,ghidra,Success,7.37,632.70,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_ncpy_01.good,x86-64,angr,Success,.97,114.75,112,206,3363
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_ncpy_01.good,x86-64,llvm,Success,.01,10.30,0,0,804
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.bad,x86-64,ghidra,Success,7.23,641.06,78,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.bad,x86-64,angr,Success,1.05,114.45,110,204,3293
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.bad,x86-64,llvm,Success,.01,10.35,0,0,789
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cat_01.bad,x86-64,ghidra,Success,7.30,658.64,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cat_01.bad,x86-64,angr,Success,.98,114.72,113,205,3384
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cat_01.bad,x86-64,llvm,Success,.01,10.12,0,0,826
CWE190_Integer_Overflow__char_fscanf_postinc_01.bad,x86-64,ghidra,Success,7.33,561.26,78,15,53
CWE190_Integer_Overflow__char_fscanf_postinc_01.bad,x86-64,angr,Success,1.11,114.52,110,204,3317
CWE190_Integer_Overflow__char_fscanf_postinc_01.bad,x86-64,llvm,Success,.01,9.92,0,0,791
CWE190_Integer_Overflow__short_rand_square_01.good,x86-64,ghidra,Success,7.16,569.89,75,14,49
CWE190_Integer_Overflow__short_rand_square_01.good,x86-64,angr,Success,1.01,114.62,105,198,3298
CWE190_Integer_Overflow__short_rand_square_01.good,x86-64,llvm,Success,.01,9.95,0,0,754
CWE190_Integer_Overflow__char_fscanf_square_01.good,x86-64,ghidra,Success,7.29,557.42,77,15,53
CWE190_Integer_Overflow__char_fscanf_square_01.good,x86-64,angr,Success,1.07,114.71,109,196,3167
CWE190_Integer_Overflow__char_fscanf_square_01.good,x86-64,llvm,Success,.01,10.05,0,0,757
CWE190_Integer_Overflow__short_rand_preinc_01.good,x86-64,ghidra,Success,7.31,569.28,75,14,49
CWE190_Integer_Overflow__short_rand_preinc_01.good,x86-64,angr,Success,.98,114.78,105,198,3236
CWE190_Integer_Overflow__short_rand_preinc_01.good,x86-64,llvm,Success,.02,9.94,0,0,752
CWE190_Integer_Overflow__int_max_square_01.good,x86-64,ghidra,Success,7.30,715.26,75,14,49
CWE190_Integer_Overflow__int_max_square_01.good,x86-64,angr,Success,1.04,114.48,105,191,3070
CWE190_Integer_Overflow__int_max_square_01.good,x86-64,llvm,Success,.01,10.34,0,0,733
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.good,x86-64,ghidra,Success,7.29,775.73,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.good,x86-64,angr,Success,1.02,114.48,112,201,3275
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.good,x86-64,llvm,Success,.02,10.11,0,0,793
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.good,x86-64,ghidra,Success,7.06,607.26,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.good,x86-64,angr,Success,.92,114.68,112,196,3009
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.good,x86-64,llvm,Success,.02,10.11,0,0,739
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.bad,x86-64,ghidra,Success,6.86,627.57,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.bad,x86-64,angr,Success,.85,114.83,113,205,3206
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.bad,x86-64,llvm,Success,.02,9.97,0,0,784
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.bad,x86-64,ghidra,Success,6.81,641.39,84,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.bad,x86-64,angr,Success,.91,115.30,122,256,4009
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.bad,x86-64,llvm,Success,.01,10.09,0,0,924
CWE190_Integer_Overflow__short_max_multiply_01.good,x86-64,ghidra,Success,6.58,568.09,75,14,49
CWE190_Integer_Overflow__short_max_multiply_01.good,x86-64,angr,Success,.89,114.77,105,190,3076
CWE190_Integer_Overflow__short_max_multiply_01.good,x86-64,llvm,Success,.01,9.88,0,0,732
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.good,x86-64,ghidra,Success,6.81,629.16,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.good,x86-64,angr,Success,.88,114.96,120,212,3170
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.good,x86-64,llvm,Success,.02,10.39,0,0,774
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memcpy_01.bad,x86-64,ghidra,Success,6.85,576.14,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memcpy_01.bad,x86-64,angr,Success,1.02,114.49,113,205,3240
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memcpy_01.bad,x86-64,llvm,Success,.02,9.96,0,0,794
CWE190_Integer_Overflow__int_connect_socket_postinc_01.good,x86-64,ghidra,Success,7.41,573.41,91,22,81
CWE190_Integer_Overflow__int_connect_socket_postinc_01.good,x86-64,angr,Success,1.03,115.09,137,246,3460
CWE190_Integer_Overflow__int_connect_socket_postinc_01.good,x86-64,llvm,Success,.01,9.94,0,0,846
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.bad,x86-64,ghidra,Success,7.27,566.60,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.bad,x86-64,angr,Success,1.00,114.78,117,212,3443
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncat_01.bad,x86-64,llvm,Success,.01,9.87,0,0,843
CWE190_Integer_Overflow__int_connect_socket_square_01.good,x86-64,ghidra,Success,7.27,686.44,91,22,81
CWE190_Integer_Overflow__int_connect_socket_square_01.good,x86-64,angr,Success,1.02,115.31,137,248,3498
CWE190_Integer_Overflow__int_connect_socket_square_01.good,x86-64,llvm,Success,.02,10.20,0,0,850
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.bad,x86-64,ghidra,Success,7.36,552.98,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.bad,x86-64,angr,Success,1.02,115.15,125,228,3379
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.bad,x86-64,llvm,Success,.01,10.04,0,0,827
CWE190_Integer_Overflow__int_fgets_preinc_01.good,x86-64,ghidra,Success,7.16,564.49,79,16,57
CWE190_Integer_Overflow__int_fgets_preinc_01.good,x86-64,angr,Success,1.02,114.70,113,205,3167
CWE190_Integer_Overflow__int_fgets_preinc_01.good,x86-64,llvm,Success,.01,10.10,0,0,765
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,ghidra,Success,7.37,561.75,78,16,57
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,angr,Success,1.10,114.24,112,197,3021
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memmove_01.good,x86-64,llvm,Success,.01,10.04,0,0,739
CWE122_Heap_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,ghidra,Success,7.43,700.21,81,17,61
CWE122_Heap_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,angr,Success,1.06,114.75,117,220,3403
CWE122_Heap_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,llvm,Success,.02,10.07,0,0,809
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_ncpy_01.bad,x86-64,ghidra,Success,7.33,633.21,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_ncpy_01.bad,x86-64,angr,Success,1.08,114.69,113,225,3888
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_ncpy_01.bad,x86-64,llvm,Success,.01,10.37,0,0,906
CWE416_Use_After_Free__malloc_free_char_01.bad,x86-64,ghidra,Success,7.36,623.38,84,18,65
CWE416_Use_After_Free__malloc_free_char_01.bad,x86-64,angr,Success,1.04,114.94,122,223,3314
CWE416_Use_After_Free__malloc_free_char_01.bad,x86-64,llvm,Success,.01,10.09,0,0,809
CWE415_Double_Free__malloc_free_int64_t_01.bad,x86-64,ghidra,Success,7.14,626.37,82,17,61
CWE415_Double_Free__malloc_free_int64_t_01.bad,x86-64,angr,Success,1.04,114.53,118,215,3208
CWE415_Double_Free__malloc_free_int64_t_01.bad,x86-64,llvm,Success,.01,9.91,0,0,778
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.good,x86-64,ghidra,Success,7.36,566.64,81,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.good,x86-64,angr,Success,1.01,114.67,117,237,3731
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.good,x86-64,llvm,Success,.01,10.09,0,0,849
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.bad,x86-64,ghidra,Success,7.40,696.69,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.bad,x86-64,angr,Success,1.09,114.70,117,222,3633
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.bad,x86-64,llvm,Success,.01,10.28,0,0,871
CWE190_Integer_Overflow__int_fscanf_postinc_01.good,x86-64,ghidra,Success,7.43,691.44,77,15,53
CWE190_Integer_Overflow__int_fscanf_postinc_01.good,x86-64,angr,Success,1.07,114.72,109,196,3117
CWE190_Integer_Overflow__int_fscanf_postinc_01.good,x86-64,llvm,Success,.02,10.20,0,0,751
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.good,x86-64,ghidra,Success,7.21,567.96,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.good,x86-64,angr,Success,1.02,114.15,108,192,3004
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.good,x86-64,llvm,Success,.01,9.95,0,0,728
CWE190_Integer_Overflow__int64_t_fscanf_square_01.good,x86-64,ghidra,Success,7.28,560.76,77,15,53
CWE190_Integer_Overflow__int64_t_fscanf_square_01.good,x86-64,angr,Success,1.06,114.88,109,197,3107
CWE190_Integer_Overflow__int64_t_fscanf_square_01.good,x86-64,llvm,Success,.02,10.02,0,0,755
CWE415_Double_Free__malloc_free_char_01.bad,x86-64,ghidra,Success,7.22,570.35,82,17,61
CWE415_Double_Free__malloc_free_char_01.bad,x86-64,angr,Success,1.05,114.57,118,215,3208
CWE415_Double_Free__malloc_free_char_01.bad,x86-64,llvm,Success,.01,10.04,0,0,778
CWE190_Integer_Overflow__int64_t_max_multiply_01.bad,x86-64,ghidra,Success,7.31,641.63,76,14,49
CWE190_Integer_Overflow__int64_t_max_multiply_01.bad,x86-64,angr,Success,1.03,114.37,106,196,3159
CWE190_Integer_Overflow__int64_t_max_multiply_01.bad,x86-64,llvm,Success,.01,10.07,0,0,760
CWE121_Stack_Based_Buffer_Overflow__CWE129_rand_01.bad,x86-64,ghidra,Success,7.43,607.03,76,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE129_rand_01.bad,x86-64,angr,Success,1.10,114.71,106,235,4063
CWE121_Stack_Based_Buffer_Overflow__CWE129_rand_01.bad,x86-64,llvm,Success,.01,9.91,0,0,867
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_01.bad,x86-64,ghidra,Success,7.44,636.53,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_01.bad,x86-64,angr,Success,1.06,114.45,121,221,3542
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_01.bad,x86-64,llvm,Success,.02,9.97,0,0,862
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_loop_01.good,x86-64,ghidra,Success,7.12,636.33,74,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_loop_01.good,x86-64,angr,Success,.97,114.58,104,199,3378
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_loop_01.good,x86-64,llvm,Success,.01,10.03,0,0,791
CWE415_Double_Free__malloc_free_struct_01.good,x86-64,ghidra,Success,7.41,634.67,81,17,61
CWE415_Double_Free__malloc_free_struct_01.good,x86-64,angr,Success,.94,114.73,117,206,3069
CWE415_Double_Free__malloc_free_struct_01.good,x86-64,llvm,Success,.01,10.17,0,0,749
CWE416_Use_After_Free__return_freed_ptr_01.bad,x86-64,ghidra,Success,7.10,600.48,85,18,65
CWE416_Use_After_Free__return_freed_ptr_01.bad,x86-64,angr,Success,1.06,114.79,123,232,3579
CWE416_Use_After_Free__return_freed_ptr_01.bad,x86-64,llvm,Success,.01,10.41,0,0,851
CWE190_Integer_Overflow__short_fscanf_preinc_01.bad,x86-64,ghidra,Success,7.02,610.07,78,15,53
CWE190_Integer_Overflow__short_fscanf_preinc_01.bad,x86-64,angr,Success,.98,114.85,110,204,3317
CWE190_Integer_Overflow__short_fscanf_preinc_01.bad,x86-64,llvm,Success,.01,10.26,0,0,791
CWE416_Use_After_Free__return_freed_ptr_01.good,x86-64,ghidra,Success,7.43,563.19,84,18,65
CWE416_Use_After_Free__return_freed_ptr_01.good,x86-64,angr,Success,.98,115.02,122,226,3483
CWE416_Use_After_Free__return_freed_ptr_01.good,x86-64,llvm,Success,.01,10.45,0,0,829
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_loop_01.bad,x86-64,ghidra,Success,7.66,611.45,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_loop_01.bad,x86-64,angr,Success,.95,114.67,109,224,3981
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_loop_01.bad,x86-64,llvm,Success,.01,10.41,0,0,917
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.bad,x86-64,ghidra,Success,6.63,703.14,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.bad,x86-64,angr,Success,.95,114.42,113,205,3230
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.bad,x86-64,llvm,Success,.01,10.06,0,0,792
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memmove_01.bad,x86-64,ghidra,Success,6.78,583.43,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memmove_01.bad,x86-64,angr,Success,.88,114.82,125,228,3353
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memmove_01.bad,x86-64,llvm,Success,.02,9.84,0,0,823
CWE190_Integer_Overflow__short_rand_add_01.good,x86-64,ghidra,Success,6.87,567.48,75,14,49
CWE190_Integer_Overflow__short_rand_add_01.good,x86-64,angr,Success,.92,114.39,105,198,3212
CWE190_Integer_Overflow__short_rand_add_01.good,x86-64,llvm,Success,.02,9.89,0,0,748
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,ghidra,Success,6.73,674.11,77,15,53
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,angr,Success,.84,114.28,109,201,3163
CWE121_Stack_Based_Buffer_Overflow__char_type_overrun_memcpy_01.bad,x86-64,llvm,Success,.02,9.83,0,0,767
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memmove_01.good,x86-64,ghidra,Success,6.29,627.88,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memmove_01.good,x86-64,angr,Success,.87,114.86,116,202,3145
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memmove_01.good,x86-64,llvm,Success,.02,10.12,0,0,773
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.bad,x86-64,ghidra,Success,6.49,609.05,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.bad,x86-64,angr,Success,.99,114.92,113,215,3718
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cat_01.bad,x86-64,llvm,Success,.02,10.09,0,0,890
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.good,x86-64,ghidra,Success,6.90,560.96,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.good,x86-64,angr,Success,.85,114.61,112,196,3108
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_declare_cpy_01.good,x86-64,llvm,Success,.01,9.90,0,0,761
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_snprintf_01.good,x86-64,ghidra,Success,6.88,623.06,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_snprintf_01.good,x86-64,angr,Success,.87,114.75,116,207,3237
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_snprintf_01.good,x86-64,llvm,Success,.01,9.85,0,0,788
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.good,x86-64,ghidra,Success,6.69,635.24,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.good,x86-64,angr,Success,.83,114.89,124,215,3197
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.good,x86-64,llvm,Success,.01,10.34,0,0,790
CWE190_Integer_Overflow__char_max_postinc_01.good,x86-64,ghidra,Success,6.33,602.78,75,14,49
CWE190_Integer_Overflow__char_max_postinc_01.good,x86-64,angr,Success,.87,114.36,105,188,3057
CWE190_Integer_Overflow__char_max_postinc_01.good,x86-64,llvm,Success,.02,9.94,0,0,732
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.good,x86-64,ghidra,Success,6.53,649.05,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.good,x86-64,angr,Success,.96,114.80,124,218,3282
