Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.good,x86-64,angr,Success,1.00,115.09,120,209,3087
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.good,x86-64,llvm,Success,.01,10.04,0,0,757
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.good,x86-64,ghidra,Success,7.02,616.71,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.good,x86-64,angr,Success,1.02,115.10,121,235,3605
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.good,x86-64,llvm,Success,.01,10.10,0,0,847
CWE190_Integer_Overflow__int64_t_rand_square_01.good,x86-64,ghidra,Success,7.28,564.09,75,14,49
CWE190_Integer_Overflow__int64_t_rand_square_01.good,x86-64,angr,Success,.95,114.64,105,204,3309
CWE190_Integer_Overflow__int64_t_rand_square_01.good,x86-64,llvm,Success,.01,10.05,0,0,779
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.good,x86-64,ghidra,Success,6.93,625.40,80,17,61
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.good,x86-64,angr,Success,.99,114.44,116,201,2994
CWE122_Heap_Based_Buffer_Overflow__sizeof_int64_t_01.good,x86-64,llvm,Success,.01,10.49,0,0,735
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.good,x86-64,ghidra,Success,7.02,583.75,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.good,x86-64,angr,Success,.97,114.79,109,208,3358
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.good,x86-64,llvm,Success,.02,9.97,0,0,787
CWE190_Integer_Overflow__int_rand_postinc_01.good,x86-64,ghidra,Success,7.07,609.38,75,14,49
CWE190_Integer_Overflow__int_rand_postinc_01.good,x86-64,angr,Success,.96,114.64,105,198,3253
CWE190_Integer_Overflow__int_rand_postinc_01.good,x86-64,llvm,Success,.01,10.17,0,0,752
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.bad,x86-64,ghidra,Success,7.15,677.96,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.bad,x86-64,angr,Success,1.02,114.58,113,225,3888
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.bad,x86-64,llvm,Success,.01,9.97,0,0,906
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.bad,x86-64,ghidra,Success,6.96,567.40,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.bad,x86-64,angr,Success,1.00,114.99,129,235,3438
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.bad,x86-64,llvm,Success,.01,10.06,0,0,844
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.good,x86-64,ghidra,Success,6.89,622.98,86,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.good,x86-64,angr,Success,.99,114.79,128,221,3231
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.good,x86-64,llvm,Success,.01,10.29,0,0,803
CWE190_Integer_Overflow__int_fgets_preinc_01.bad,x86-64,ghidra,Success,7.07,614.44,80,16,57
CWE190_Integer_Overflow__int_fgets_preinc_01.bad,x86-64,angr,Success,1.00,114.53,114,217,3386
CWE190_Integer_Overflow__int_fgets_preinc_01.bad,x86-64,llvm,Success,.01,9.94,0,0,811
CWE190_Integer_Overflow__int_rand_postinc_01.bad,x86-64,ghidra,Success,7.04,714.87,76,14,49
CWE190_Integer_Overflow__int_rand_postinc_01.bad,x86-64,angr,Success,.96,114.79,106,213,3594
CWE190_Integer_Overflow__int_rand_postinc_01.bad,x86-64,llvm,Success,.02,10.40,0,0,799
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_01.good,x86-64,ghidra,Success,7.07,601.77,78,16,57
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_01.good,x86-64,angr,Success,.96,114.68,112,206,3349
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_01.good,x86-64,llvm,Success,.01,10.09,0,0,800
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.bad,x86-64,ghidra,Success,7.20,606.89,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.bad,x86-64,angr,Success,.99,115.02,125,234,3693
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_loop_01.bad,x86-64,llvm,Success,.01,10.47,0,0,889
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memmove_01.good,x86-64,ghidra,Success,7.16,568.03,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memmove_01.good,x86-64,angr,Success,.96,114.53,120,211,3094
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memmove_01.good,x86-64,llvm,Success,.02,10.19,0,0,758
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.good,x86-64,ghidra,Success,7.07,615.84,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.good,x86-64,angr,Success,.96,114.63,124,215,3112
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_memcpy_01.good,x86-64,llvm,Success,.01,9.91,0,0,770
CWE415_Double_Free__malloc_free_wchar_t_01.good,x86-64,ghidra,Success,7.19,569.39,81,17,61
CWE415_Double_Free__malloc_free_wchar_t_01.good,x86-64,angr,Success,.97,114.66,117,206,3069
CWE415_Double_Free__malloc_free_wchar_t_01.good,x86-64,llvm,Success,.01,10.00,0,0,749
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memmove_01.good,x86-64,ghidra,Success,7.02,604.17,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memmove_01.good,x86-64,angr,Success,1.07,114.89,124,215,3123
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memmove_01.good,x86-64,llvm,Success,.01,10.28,0,0,773
CWE190_Integer_Overflow__int_fgets_add_01.bad,x86-64,ghidra,Success,7.19,620.58,80,16,57
CWE190_Integer_Overflow__int_fgets_add_01.bad,x86-64,angr,Success,.98,114.92,114,217,3380
CWE190_Integer_Overflow__int_fgets_add_01.bad,x86-64,llvm,Success,.01,10.11,0,0,811
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.good,x86-64,ghidra,Success,7.27,570.35,74,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.good,x86-64,angr,Success,.98,114.39,104,199,3371
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.good,x86-64,llvm,Success,.01,10.10,0,0,791
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_cpy_01.good,x86-64,ghidra,Success,6.96,562.55,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_cpy_01.good,x86-64,angr,Success,1.01,114.87,120,209,3086
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_cpy_01.good,x86-64,llvm,Success,.01,10.34,0,0,761
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.bad,x86-64,ghidra,Success,7.02,608.80,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.bad,x86-64,angr,Success,1.01,114.61,117,212,3443
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.bad,x86-64,llvm,Success,.01,10.10,0,0,843
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_snprintf_01.bad,x86-64,ghidra,Success,7.23,624.16,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_snprintf_01.bad,x86-64,angr,Success,.95,114.87,113,225,3874
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_snprintf_01.bad,x86-64,llvm,Success,.02,9.87,0,0,910
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.bad,x86-64,ghidra,Success,6.96,697.31,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.bad,x86-64,angr,Success,.99,114.25,117,212,3295
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_snprintf_01.bad,x86-64,llvm,Success,.01,9.93,0,0,809
CWE190_Integer_Overflow__char_max_preinc_01.bad,x86-64,ghidra,Success,7.26,693.79,76,14,49
CWE190_Integer_Overflow__char_max_preinc_01.bad,x86-64,angr,Success,1.05,114.35,106,193,3178
CWE190_Integer_Overflow__char_max_preinc_01.bad,x86-64,llvm,Success,.01,10.14,0,0,757
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.good,x86-64,ghidra,Success,7.43,707.46,86,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.good,x86-64,angr,Success,.97,114.92,128,221,3234
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.good,x86-64,llvm,Success,.01,10.03,0,0,802
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.good,x86-64,ghidra,Success,7.02,559.11,77,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.good,x86-64,angr,Success,.98,114.38,109,198,3153
CWE190_Integer_Overflow__unsigned_int_fscanf_multiply_01.good,x86-64,llvm,Success,.01,10.04,0,0,754
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memmove_01.good,x86-64,ghidra,Success,7.03,642.21,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memmove_01.good,x86-64,angr,Success,.99,114.42,112,206,3363
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memmove_01.good,x86-64,llvm,Success,.01,10.46,0,0,804
CWE190_Integer_Overflow__char_rand_postinc_01.good,x86-64,ghidra,Success,6.91,625.16,75,14,49
CWE190_Integer_Overflow__char_rand_postinc_01.good,x86-64,angr,Success,1.01,114.21,105,198,3170
CWE190_Integer_Overflow__char_rand_postinc_01.good,x86-64,llvm,Success,.01,9.90,0,0,744
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.bad,x86-64,ghidra,Success,6.92,628.28,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.bad,x86-64,angr,Success,1.04,114.72,117,222,3779
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.bad,x86-64,llvm,Success,.01,10.37,0,0,907
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_cpy_01.good,x86-64,ghidra,Success,7.14,614.00,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_cpy_01.good,x86-64,angr,Success,.96,114.36,120,209,3067
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_cpy_01.good,x86-64,llvm,Success,.01,10.03,0,0,754
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.bad,x86-64,ghidra,Success,7.01,565.45,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.bad,x86-64,angr,Success,1.02,114.82,113,225,3978
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memcpy_01.bad,x86-64,llvm,Success,.01,10.34,0,0,922
CWE415_Double_Free__malloc_free_char_01.good,x86-64,ghidra,Success,6.98,569.73,81,17,61
CWE415_Double_Free__malloc_free_char_01.good,x86-64,angr,Success,.99,114.51,117,206,3069
CWE415_Double_Free__malloc_free_char_01.good,x86-64,llvm,Success,.01,10.46,0,0,749
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.good,x86-64,ghidra,Success,7.08,563.16,77,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.good,x86-64,angr,Success,1.00,115.01,109,196,3117
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_01.good,x86-64,llvm,Success,.01,10.03,0,0,751
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memcpy_01.good,x86-64,ghidra,Success,7.01,701.25,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memcpy_01.good,x86-64,angr,Success,.98,114.37,108,193,3031
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memcpy_01.good,x86-64,llvm,Success,.01,10.34,0,0,731
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.good,x86-64,ghidra,Success,7.31,705.71,99,26,97
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.good,x86-64,angr,Success,1.03,115.83,153,297,4082
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.good,x86-64,llvm,Success,.01,10.06,0,0,971
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.good,x86-64,ghidra,Success,6.98,760.57,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.good,x86-64,angr,Success,1.00,114.88,116,207,3239
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncat_01.good,x86-64,llvm,Success,.01,9.92,0,0,787
CWE416_Use_After_Free__malloc_free_wchar_t_01.bad,x86-64,ghidra,Success,7.06,570.83,84,18,65
CWE416_Use_After_Free__malloc_free_wchar_t_01.bad,x86-64,angr,Success,1.00,114.72,122,223,3314
CWE416_Use_After_Free__malloc_free_wchar_t_01.bad,x86-64,llvm,Success,.01,9.96,0,0,809
CWE190_Integer_Overflow__int_fgets_square_01.bad,x86-64,ghidra,Success,7.28,611.62,80,16,57
CWE190_Integer_Overflow__int_fgets_square_01.bad,x86-64,angr,Success,.96,114.83,114,219,3424
CWE190_Integer_Overflow__int_fgets_square_01.bad,x86-64,llvm,Success,.01,10.03,0,0,815
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.good,x86-64,ghidra,Success,7.10,655.47,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.good,x86-64,angr,Success,1.01,114.72,124,215,3102
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.good,x86-64,llvm,Success,.01,10.00,0,0,769
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.bad,x86-64,ghidra,Success,7.05,683.46,81,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.bad,x86-64,angr,Success,.98,114.80,117,224,3407
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.bad,x86-64,llvm,Success,.02,9.92,0,0,811
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.bad,x86-64,ghidra,Success,7.00,606.61,76,14,49
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.bad,x86-64,angr,Success,1.03,114.35,106,213,3594
CWE190_Integer_Overflow__unsigned_int_rand_postinc_01.bad,x86-64,llvm,Success,.01,9.94,0,0,799
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.bad,x86-64,ghidra,Success,7.13,703.24,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.bad,x86-64,angr,Success,1.00,114.94,125,228,3523
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.bad,x86-64,llvm,Success,.01,10.01,0,0,863
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.good,x86-64,ghidra,Success,7.31,595.26,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.good,x86-64,angr,Success,.94,114.62,112,196,3019
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_01.good,x86-64,llvm,Success,.01,10.41,0,0,740
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_ncat_01.bad,x86-64,ghidra,Success,7.03,655.91,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_ncat_01.bad,x86-64,angr,Success,1.00,114.87,129,235,3582
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_ncat_01.bad,x86-64,llvm,Success,.01,10.03,0,0,880
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.good,x86-64,ghidra,Success,7.18,617.25,80,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.good,x86-64,angr,Success,1.09,114.33,116,208,3126
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_loop_01.good,x86-64,llvm,Success,.01,9.99,0,0,757
CWE416_Use_After_Free__malloc_free_struct_01.bad,x86-64,ghidra,Success,7.42,674.91,82,17,61
CWE416_Use_After_Free__malloc_free_struct_01.bad,x86-64,angr,Success,1.08,114.58,118,224,3430
CWE416_Use_After_Free__malloc_free_struct_01.bad,x86-64,llvm,Success,.01,10.37,0,0,823
CWE190_Integer_Overflow__short_fscanf_square_01.good,x86-64,ghidra,Success,7.40,601.95,77,15,53
CWE190_Integer_Overflow__short_fscanf_square_01.good,x86-64,angr,Success,1.00,114.71,109,196,3160
CWE190_Integer_Overflow__short_fscanf_square_01.good,x86-64,llvm,Success,.01,10.09,0,0,755
CWE190_Integer_Overflow__short_rand_postinc_01.good,x86-64,ghidra,Success,7.37,644.18,75,14,49
CWE190_Integer_Overflow__short_rand_postinc_01.good,x86-64,angr,Success,1.01,114.28,105,198,3236
CWE190_Integer_Overflow__short_rand_postinc_01.good,x86-64,llvm,Success,.02,10.04,0,0,752
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.bad,x86-64,ghidra,Success,6.89,612.61,81,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.bad,x86-64,angr,Success,.86,114.90,117,226,3463
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.bad,x86-64,llvm,Success,.02,10.45,0,0,817
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.good,x86-64,ghidra,Success,6.34,557.80,74,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.good,x86-64,angr,Success,.85,114.71,104,200,3390
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.good,x86-64,llvm,Success,.01,10.28,0,0,794
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.good,x86-64,ghidra,Success,6.37,655.99,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.good,x86-64,angr,Success,.86,114.91,112,201,3203
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.good,x86-64,llvm,Success,.01,9.91,0,0,775
CWE190_Integer_Overflow__char_max_postinc_01.bad,x86-64,ghidra,Success,6.33,671.94,76,14,49
CWE190_Integer_Overflow__char_max_postinc_01.bad,x86-64,angr,Success,.86,114.75,106,193,3178
CWE190_Integer_Overflow__char_max_postinc_01.bad,x86-64,llvm,Success,.01,10.42,0,0,757
CWE190_Integer_Overflow__int_fscanf_multiply_01.bad,x86-64,ghidra,Success,6.68,622.24,78,15,53
CWE190_Integer_Overflow__int_fscanf_multiply_01.bad,x86-64,angr,Success,.88,114.79,110,207,3345
CWE190_Integer_Overflow__int_fscanf_multiply_01.bad,x86-64,llvm,Success,.02,10.44,0,0,793
CWE190_Integer_Overflow__int_connect_socket_preinc_01.good,x86-64,ghidra,Success,6.36,671.30,91,22,81
CWE190_Integer_Overflow__int_connect_socket_preinc_01.good,x86-64,angr,Success,.89,115.47,137,246,3460
CWE190_Integer_Overflow__int_connect_socket_preinc_01.good,x86-64,llvm,Success,.01,10.09,0,0,846
CWE190_Integer_Overflow__char_rand_preinc_01.good,x86-64,ghidra,Success,6.34,702.17,75,14,49
CWE190_Integer_Overflow__char_rand_preinc_01.good,x86-64,angr,Success,.86,114.63,105,198,3170
CWE190_Integer_Overflow__char_rand_preinc_01.good,x86-64,llvm,Success,.02,10.10,0,0,744
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncpy_01.good,x86-64,ghidra,Success,6.97,567.53,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncpy_01.good,x86-64,angr,Success,1.02,114.24,112,206,3363
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncpy_01.good,x86-64,llvm,Success,.01,9.93,0,0,804
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_loop_01.bad,x86-64,ghidra,Success,7.88,643.76,81,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_loop_01.bad,x86-64,angr,Success,1.14,114.88,117,224,3421
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_loop_01.bad,x86-64,llvm,Success,.02,10.27,0,0,811
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.bad,x86-64,ghidra,Success,7.74,720.42,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.bad,x86-64,angr,Success,1.01,115.06,113,215,3574
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_01.bad,x86-64,llvm,Success,.01,9.91,0,0,854
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.good,x86-64,ghidra,Success,7.04,658.12,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.good,x86-64,angr,Success,1.03,114.19,112,196,3031
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_ncpy_01.good,x86-64,llvm,Success,.01,10.05,0,0,744
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.bad,x86-64,ghidra,Success,7.03,645.22,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.bad,x86-64,angr,Success,.99,114.81,109,224,4009
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_loop_01.bad,x86-64,llvm,Success,.01,9.83,0,0,919
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memcpy_01.bad,x86-64,ghidra,Success,6.99,614.44,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memcpy_01.bad,x86-64,angr,Success,1.01,114.82,121,225,3330
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memcpy_01.bad,x86-64,llvm,Success,.01,9.89,0,0,806
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.good,x86-64,ghidra,Success,7.03,560.68,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.good,x86-64,angr,Success,1.02,114.58,124,215,3100
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.good,x86-64,llvm,Success,.01,10.01,0,0,767
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.bad,x86-64,ghidra,Success,7.09,564.15,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.bad,x86-64,angr,Success,.95,115.03,117,222,3779
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memcpy_01.bad,x86-64,llvm,Success,.01,9.79,0,0,907
CWE190_Integer_Overflow__short_max_postinc_01.good,x86-64,ghidra,Success,7.01,591.42,75,14,49
CWE190_Integer_Overflow__short_max_postinc_01.good,x86-64,angr,Success,.96,114.48,105,188,3057
CWE190_Integer_Overflow__short_max_postinc_01.good,x86-64,llvm,Success,.01,9.96,0,0,732
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,ghidra,Success,7.15,654.28,75,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,angr,Success,.96,114.85,105,207,3586
CWE121_Stack_Based_Buffer_Overflow__CWE131_loop_01.bad,x86-64,llvm,Success,.01,9.82,0,0,832
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncat_01.good,x86-64,ghidra,Success,7.10,701.22,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncat_01.good,x86-64,angr,Success,.98,114.85,116,202,3072
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncat_01.good,x86-64,llvm,Success,.01,9.88,0,0,755
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.bad,x86-64,ghidra,Success,6.97,700.78,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.bad,x86-64,angr,Success,.99,114.17,109,202,3189
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.bad,x86-64,llvm,Success,.01,10.06,0,0,767
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.good,x86-64,ghidra,Success,7.09,556.99,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.good,x86-64,angr,Success,.95,114.84,116,207,3311
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.good,x86-64,llvm,Success,.01,9.98,0,0,805
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.bad,x86-64,ghidra,Success,7.13,563.62,78,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.bad,x86-64,angr,Success,.98,115.12,110,222,3638
CWE121_Stack_Based_Buffer_Overflow__CWE129_fscanf_01.bad,x86-64,llvm,Success,.01,10.27,0,0,841
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memmove_01.bad,x86-64,ghidra,Success,6.88,628.25,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memmove_01.bad,x86-64,angr,Success,.96,114.97,129,235,3584
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memmove_01.bad,x86-64,llvm,Success,.01,10.01,0,0,880
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_01.good,x86-64,ghidra,Success,6.88,604.40,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_01.good,x86-64,angr,Success,.92,114.85,112,196,3007
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_ncat_01.good,x86-64,llvm,Success,.01,9.65,0,0,737
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.good,x86-64,ghidra,Success,6.82,622.78,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.good,x86-64,angr,Success,.97,114.00,112,196,3036
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.good,x86-64,llvm,Success,.01,10.13,0,0,745
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.good,x86-64,ghidra,Success,6.82,566.62,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.good,x86-64,angr,Success,.87,114.35,124,215,3098
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.good,x86-64,llvm,Success,.01,10.34,0,0,766
CWE190_Integer_Overflow__unsigned_int_rand_square_01.good,x86-64,ghidra,Success,6.96,612.14,75,14,49
CWE190_Integer_Overflow__unsigned_int_rand_square_01.good,x86-64,angr,Success,.93,114.82,105,200,3290
